CD_UF;NM_UF;SIGLA_UF;NM_REGIA
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
43;Rio Grande do Sul;RS;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
42;Santa Catarina;SC;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
41;Paraná;PR;Sul
35;São Paulo;SP;Sudeste
35;São Paulo;SP;Sudeste
35;São Paulo;SP;Sudeste
35;São Paulo;SP;Sudeste
35;São Paulo;SP;Sudeste
35;São Paulo;SP;Sudeste
35;São Paulo;SP;Sudeste
35;São Paulo;SP;Sudeste
35;São Paulo;SP;Sudeste
35;São Paulo;SP;Sudeste
35;São Paulo;SP;Sudeste
35;São Paulo;SP;Sudeste
35;São Paulo;SP;Sudeste
35;São Paulo;SP;Sudeste
35;São Paulo;SP;Sudeste
35;São Paulo;SP;Sudeste
35;São Paulo;SP;Sudeste
35;São Paulo;SP;Sudeste
35;São Paulo;SP;Sudeste
35;São Paulo;SP;Sudeste
35;São Paulo;SP;Sudeste
35;São Paulo;SP;Sudeste
35;São Paulo;SP;Sudeste
35;São Paulo;SP;Sudeste
35;São Paulo;SP;Sudeste
35;São Paulo;SP;Sudeste
35;São Paulo;SP;Sudeste
35;São Paulo;SP;Sudeste
35;São Paulo;SP;Sudeste
35;São Paulo;SP;Sudeste
35;São Paulo;SP;Sudeste
35;São Paulo;SP;Sudeste
35;São Paulo;SP;Sudeste
35;São Paulo;SP;Sudeste
